,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2111,Occitanie,2020-08-14,33.9,37.6,275.1,44.6,-44.2,6.6
2112,Occitanie,2020-08-15,12.4,8.4,260.8,56.6,-18.2,0.3
2113,Occitanie,2020-08-16,52.4,61.9,237.1,49.4,8.1,-2.6
2114,Occitanie,2020-08-17,55.1,60.7,320.3,38.7,-45.3,6.6
2115,Occitanie,2020-08-18,49.9,49.1,312.5,30.4,-42.5,6.3
2116,Occitanie,2020-08-19,35.7,36.9,276.1,26.9,-39.7,4.6
2117,Occitanie,2020-08-20,36.1,39.2,270.3,32.6,-43.1,6.4
2118,Occitanie,2020-08-21,23.2,25.8,232.7,36.4,-42.4,7.4
2119,Occitanie,2020-08-22,17.9,18.4,207.1,56.1,-4.8,-1.0
2120,Occitanie,2020-08-23,39.1,46.0,190.1,40.4,10.6,-3.1
2121,Occitanie,2020-08-24,36.1,34.9,230.3,27.2,-37.1,5.9
2122,Occitanie,2020-08-25,30.1,27.1,228.5,20.4,-35.7,5.1
2123,Pays de la Loire,2020-02-15,-4.5,-2.3,6.3,25.5,-2.5,0.2
2124,Pays de la Loire,2020-02-16,-0.8,-1.8,-9.7,13.5,-1.7,-0.7
2125,Pays de la Loire,2020-02-17,4.2,3.8,26.7,-3.3,-19.5,4.5
2126,Pays de la Loire,2020-02-18,5.0,3.7,30.5,-4.2,-19.0,4.2
2127,Pays de la Loire,2020-02-19,-3.8,-4.3,13.7,-6.7,-16.5,2.7
2128,Pays de la Loire,2020-02-20,-3.2,-0.5,7.3,-7.2,-20.2,4.5
2129,Pays de la Loire,2020-02-21,-4.8,-2.2,20.3,-0.7,-21.3,4.8
2130,Pays de la Loire,2020-02-22,-13.0,-7.3,17.7,27.7,-8.0,-0.2
2131,Pays de la Loire,2020-02-23,-1.8,1.0,-5.5,16.7,-2.2,-1.3
2132,Pays de la Loire,2020-02-24,0.0,1.5,13.3,-10.5,-25.0,6.0
2133,Pays de la Loire,2020-02-25,0.2,1.0,18.8,-10.5,-23.8,5.3
2134,Pays de la Loire,2020-02-26,-4.8,-4.8,15.0,-11.0,-20.5,3.0
2135,Pays de la Loire,2020-02-27,-2.2,2.3,9.5,-11.7,-23.5,5.2
2136,Pays de la Loire,2020-02-28,-4.5,-0.3,-4.0,-15.3,-23.7,7.2
2137,Pays de la Loire,2020-02-29,-9.2,-2.5,-6.0,11.2,-7.8,1.2
2138,Pays de la Loire,2020-03-01,-5.0,-5.5,-22.0,7.0,-1.8,0.3
2139,Pays de la Loire,2020-03-02,-3.2,5.2,8.2,4.3,1.5,1.2
2140,Pays de la Loire,2020-03-03,-1.2,4.5,8.7,2.2,1.7,1.0
2141,Pays de la Loire,2020-03-04,-4.8,0.8,-3.7,-1.0,1.7,1.3
2142,Pays de la Loire,2020-03-05,-4.5,1.3,-5.5,1.2,1.3,1.5
2143,Pays de la Loire,2020-03-06,-0.5,2.3,2.7,3.7,2.2,0.8
2144,Pays de la Loire,2020-03-07,-2.0,-1.0,9.2,5.5,2.2,0.7
2145,Pays de la Loire,2020-03-08,-2.7,-2.3,-13.7,-1.2,-0.5,0.7
2146,Pays de la Loire,2020-03-09,-3.0,-0.2,11.0,0.8,1.2,1.0
2147,Pays de la Loire,2020-03-10,-3.0,0.5,3.2,-2.8,0.0,1.2
2148,Pays de la Loire,2020-03-11,-3.0,-0.8,12.5,-3.2,1.0,0.8
2149,Pays de la Loire,2020-03-12,-5.0,7.5,11.5,-3.0,1.0,1.0
2150,Pays de la Loire,2020-03-13,-5.7,14.3,11.2,-3.5,0.8,1.7
2151,Pays de la Loire,2020-03-14,-20.0,-2.7,3.3,-10.2,-4.2,4.3
2152,Pays de la Loire,2020-03-15,-31.0,24.0,28.0,-14.0,-4.7,2.3
2153,Pays de la Loire,2020-03-16,-41.5,45.7,-3.7,-35.0,-29.3,11.7
2154,Pays de la Loire,2020-03-17,-66.7,-18.3,-28.5,-56.5,-48.2,21.7
2155,Pays de la Loire,2020-03-18,-83.3,-52.0,-46.3,-76.7,-64.7,27.8
2156,Pays de la Loire,2020-03-19,-82.5,-44.7,-50.3,-80.8,-68.3,32.0
2157,Pays de la Loire,2020-03-20,-83.7,-44.3,-58.7,-84.8,-68.5,36.3
2158,Pays de la Loire,2020-03-21,-88.8,-59.7,-75.0,-84.8,-55.3,25.8
2159,Pays de la Loire,2020-03-22,-86.0,-70.2,-78.7,-72.8,-52.7,17.8
2160,Pays de la Loire,2020-03-23,-81.8,-44.7,-53.2,-83.8,-70.5,31.7
2161,Pays de la Loire,2020-03-24,-82.5,-47.3,-54.2,-83.7,-71.5,32.8
2162,Pays de la Loire,2020-03-25,-84.5,-53.0,-58.3,-84.3,-70.7,30.3
2163,Pays de la Loire,2020-03-26,-83.7,-48.0,-58.2,-85.8,-71.2,33.7
2164,Pays de la Loire,2020-03-27,-84.3,-48.7,-60.8,-87.7,-70.3,37.8
2165,Pays de la Loire,2020-03-28,-88.3,-61.0,-73.2,-85.8,-56.0,25.7
2166,Pays de la Loire,2020-03-29,-87.5,-78.5,-78.8,-74.8,-52.7,18.2
2167,Pays de la Loire,2020-03-30,-83.8,-51.0,-55.0,-85.8,-70.5,31.7
2168,Pays de la Loire,2020-03-31,-89.5,-45.3,-52.3,-83.8,-70.5,32.7
2169,Pays de la Loire,2020-04-01,-90.5,-49.2,-53.7,-83.0,-68.2,29.3
2170,Pays de la Loire,2020-04-02,-89.7,-43.7,-52.7,-83.2,-69.5,32.8
2171,Pays de la Loire,2020-04-03,-86.3,-43.8,-57.2,-85.8,-68.8,36.8
2172,Pays de la Loire,2020-04-04,-89.5,-54.0,-68.2,-83.8,-54.0,25.0
2173,Pays de la Loire,2020-04-05,-83.8,-71.0,-66.7,-70.8,-49.2,17.5
2174,Pays de la Loire,2020-04-06,-84.0,-44.2,-49.5,-82.8,-68.3,30.7
2175,Pays de la Loire,2020-04-07,-83.2,-41.2,-50.8,-80.8,-68.3,31.5
2176,Pays de la Loire,2020-04-08,-84.8,-45.3,-51.5,-81.7,-66.3,27.8
2177,Pays de la Loire,2020-04-09,-83.3,-37.8,-49.2,-81.8,-67.5,31.2
2178,Pays de la Loire,2020-04-10,-83.2,-36.3,-52.8,-83.5,-67.0,34.8
2179,Pays de la Loire,2020-04-11,-86.8,-46.7,-68.0,-82.2,-51.3,24.0
2180,Pays de la Loire,2020-04-12,-78.8,-64.3,-68.5,-70.7,-46.8,16.8
2181,Pays de la Loire,2020-04-13,-92.0,-88.7,-58.7,-90.0,-90.5,38.7
2182,Pays de la Loire,2020-04-14,-78.7,-24.8,-46.0,-79.7,-66.5,29.5
2183,Pays de la Loire,2020-04-15,-82.5,-38.7,-46.2,-79.5,-64.7,27.0
2184,Pays de la Loire,2020-04-16,-81.5,-36.0,-45.7,-80.2,-65.7,30.2
2185,Pays de la Loire,2020-04-17,-81.8,-38.2,-50.2,-83.0,-65.0,34.0
2186,Pays de la Loire,2020-04-18,-87.0,-50.3,-63.8,-80.5,-49.0,23.5
2187,Pays de la Loire,2020-04-19,-83.7,-68.3,-73.2,-86.3,-47.5,17.5
2188,Pays de la Loire,2020-04-20,-80.5,-43.7,-45.7,-80.3,-64.7,28.8
2189,Pays de la Loire,2020-04-21,-78.3,-37.7,-40.0,-78.5,-63.5,28.8
2190,Pays de la Loire,2020-04-22,-80.8,-42.2,-41.3,-77.2,-61.0,25.7
2191,Pays de la Loire,2020-04-23,-79.7,-35.7,-41.3,-77.8,-62.7,28.8
2192,Pays de la Loire,2020-04-24,-80.2,-37.5,-45.0,-81.0,-62.5,32.8
2193,Pays de la Loire,2020-04-25,-85.2,-47.2,-60.0,-77.7,-46.0,22.5
2194,Pays de la Loire,2020-04-26,-79.0,-59.5,-57.0,-81.0,-39.5,15.7
2195,Pays de la Loire,2020-04-27,-77.0,-40.7,-43.2,-77.5,-59.2,26.8
2196,Pays de la Loire,2020-04-28,-76.2,-34.3,-41.0,-76.0,-59.3,27.0
2197,Pays de la Loire,2020-04-29,-78.3,-36.2,-52.5,-76.2,-56.8,24.7
2198,Pays de la Loire,2020-04-30,-72.7,-14.7,-48.5,-76.3,-57.8,26.2
2199,Pays de la Loire,2020-05-01,-91.8,-91.0,-60.5,-91.0,-88.8,43.7
2200,Pays de la Loire,2020-05-02,-80.0,-31.7,-67.3,-78.5,-43.3,22.3
2201,Pays de la Loire,2020-05-03,-79.0,-60.2,-59.8,-80.3,-36.8,15.5
2202,Pays de la Loire,2020-05-04,-70.0,-27.7,-32.0,-72.5,-55.2,24.3
2203,Pays de la Loire,2020-05-05,-69.5,-23.2,-33.5,-70.5,-54.7,25.0
2204,Pays de la Loire,2020-05-06,-71.8,-27.2,-35.3,-69.3,-51.3,21.8
2205,Pays de la Loire,2020-05-07,-67.5,-9.7,-30.2,-70.8,-52.5,22.8
2206,Pays de la Loire,2020-05-08,-85.8,-73.0,-53.7,-87.3,-84.3,40.7
2207,Pays de la Loire,2020-05-09,-76.5,-28.2,-58.0,-71.0,-35.0,20.5
2208,Pays de la Loire,2020-05-10,-74.3,-50.7,-58.0,-74.7,-27.3,14.2
2209,Pays de la Loire,2020-05-11,-39.5,-7.8,-5.5,-52.7,-41.8,16.0
2210,Pays de la Loire,2020-05-12,-39.5,-3.2,15.3,-48.5,-40.8,15.8
2211,Pays de la Loire,2020-05-13,-44.7,-10.2,5.5,-49.8,-39.3,14.0
2212,Pays de la Loire,2020-05-14,-43.7,-4.3,10.2,-51.7,-39.8,16.0
2213,Pays de la Loire,2020-05-15,-45.7,-6.2,15.8,-54.7,-39.2,17.5
2214,Pays de la Loire,2020-05-16,-48.3,-12.3,24.0,-41.0,-14.2,7.3
2215,Pays de la Loire,2020-05-17,-48.2,-10.7,54.7,-49.0,-2.3,2.8
2216,Pays de la Loire,2020-05-18,-33.3,-5.2,42.2,-48.0,-38.2,14.0
2217,Pays de la Loire,2020-05-19,-34.3,2.5,47.7,-43.8,-37.3,14.0
2218,Pays de la Loire,2020-05-20,-29.5,15.0,53.7,-43.3,-36.3,8.5
2219,Pays de la Loire,2020-05-21,-57.5,-49.8,115.8,-64.7,-81.2,21.3
2220,Pays de la Loire,2020-05-22,-33.7,6.2,37.5,-59.0,-57.0,19.7
2221,Pays de la Loire,2020-05-23,-43.3,-12.5,33.8,-42.7,-11.0,7.3
2222,Pays de la Loire,2020-05-24,-42.8,-5.3,67.5,-42.7,3.7,1.3
2223,Pays de la Loire,2020-05-25,-28.5,-6.2,44.7,-44.5,-36.7,13.3
2224,Pays de la Loire,2020-05-26,-30.7,-1.5,48.7,-41.8,-33.3,13.2
2225,Pays de la Loire,2020-05-27,-33.7,-3.5,46.5,-40.5,-32.5,11.0
2226,Pays de la Loire,2020-05-28,-34.2,1.7,45.3,-42.3,-33.0,13.2
2227,Pays de la Loire,2020-05-29,-34.7,3.5,43.3,-44.8,-32.5,13.5
2228,Pays de la Loire,2020-05-30,-35.2,1.8,51.0,-31.8,0.2,4.2
2229,Pays de la Loire,2020-05-31,-32.5,22.8,104.2,-39.0,14.0,-0.8
2230,Pays de la Loire,2020-06-01,-43.5,-47.3,131.8,-55.8,-75.2,19.2
2231,Pays de la Loire,2020-06-02,-17.5,12.0,58.0,-26.0,-27.5,9.0
2232,Pays de la Loire,2020-06-03,-21.8,3.0,38.8,-29.3,-26.8,8.5
2233,Pays de la Loire,2020-06-04,-22.5,4.8,21.7,-30.5,-27.5,10.3
2234,Pays de la Loire,2020-06-05,-20.8,2.7,21.7,-32.5,-26.7,11.0
2235,Pays de la Loire,2020-06-06,-18.3,2.5,42.5,-12.8,4.7,3.0
2236,Pays de la Loire,2020-06-07,-13.5,17.3,41.0,-19.0,28.3,-1.8
2237,Pays de la Loire,2020-06-08,-14.2,-3.8,43.5,-26.7,-28.3,9.7
2238,Pays de la Loire,2020-06-09,-14.5,-0.3,53.7,-24.7,-26.7,9.0
2239,Pays de la Loire,2020-06-10,-19.5,-4.2,24.0,-27.5,-26.3,8.3
2240,Pays de la Loire,2020-06-11,-21.7,-2.5,6.2,-32.3,-27.3,10.8
2241,Pays de la Loire,2020-06-12,-19.3,-1.3,25.8,-26.8,-26.3,10.3
2242,Pays de la Loire,2020-06-13,-21.7,-5.2,24.8,-15.5,4.2,4.2
2243,Pays de la Loire,2020-06-14,-25.8,0.0,24.2,-18.7,18.0,1.2
2244,Pays de la Loire,2020-06-15,-12.5,-3.7,40.5,-25.3,-26.7,9.3
2245,Pays de la Loire,2020-06-16,-12.8,-0.3,38.8,-21.5,-25.0,9.2
2246,Pays de la Loire,2020-06-17,-15.7,-4.0,37.5,-22.3,-24.5,7.7
2247,Pays de la Loire,2020-06-18,-13.3,0.3,40.0,-23.5,-25.3,8.3
2248,Pays de la Loire,2020-06-19,-13.2,-1.8,58.5,-21.5,-25.2,8.5
2249,Pays de la Loire,2020-06-20,-17.0,-5.0,81.0,-1.2,6.2,1.2
2250,Pays de la Loire,2020-06-21,-10.0,7.7,54.7,-5.2,25.2,-1.7
2251,Pays de la Loire,2020-06-22,-6.7,-0.7,100.0,-17.2,-27.0,6.5
2252,Pays de la Loire,2020-06-23,-6.2,3.5,106.3,-15.5,-25.0,5.7
2253,Pays de la Loire,2020-06-24,-13.5,-2.2,99.0,-18.2,-22.5,4.7
2254,Pays de la Loire,2020-06-25,-12.5,3.8,92.7,-16.3,-22.7,5.5
2255,Pays de la Loire,2020-06-26,-12.2,1.8,69.3,-14.7,-22.7,6.0
2256,Pays de la Loire,2020-06-27,-16.8,-5.3,61.8,3.2,1.0,1.7
2257,Pays de la Loire,2020-06-28,-10.5,11.7,62.8,1.2,19.8,-1.5
2258,Pays de la Loire,2020-06-29,-3.2,1.7,92.5,-13.8,-23.5,6.3
2259,Pays de la Loire,2020-06-30,-1.5,5.2,80.3,-14.5,-21.5,5.5
2260,Pays de la Loire,2020-07-01,-5.8,2.0,65.0,-14.5,-22.2,4.5
2261,Pays de la Loire,2020-07-02,-3.2,9.3,83.3,-12.7,-21.8,5.0
2262,Pays de la Loire,2020-07-03,-6.2,1.7,91.2,-9.0,-21.8,5.5
2263,Pays de la Loire,2020-07-04,-14.0,-2.7,80.0,27.7,1.2,0.2
2264,Pays de la Loire,2020-07-05,-0.3,23.8,101.0,20.5,15.3,-2.2
2265,Pays de la Loire,2020-07-06,7.0,9.8,162.3,-5.8,-28.8,5.3
2266,Pays de la Loire,2020-07-07,7.0,11.2,170.8,-5.3,-28.3,4.7
2267,Pays de la Loire,2020-07-08,-2.0,3.5,155.2,-7.0,-24.2,2.5
2268,Pays de la Loire,2020-07-09,-1.2,9.8,156.5,-4.8,-27.7,4.3
2269,Pays de la Loire,2020-07-10,-4.7,5.0,135.5,9.0,-28.0,5.2
2270,Pays de la Loire,2020-07-11,-13.0,0.0,180.0,100.0,-0.3,-3.3
2271,Pays de la Loire,2020-07-12,24.7,58.8,229.3,36.2,15.5,-5.7
2272,Pays de la Loire,2020-07-13,23.7,34.8,345.5,-8.8,-55.3,6.8
2273,Pays de la Loire,2020-07-14,-25.5,-45.3,276.5,-5.7,-80.2,15.5
2274,Pays de la Loire,2020-07-15,7.8,17.7,158.5,7.2,-27.2,2.3
2275,Pays de la Loire,2020-07-16,5.5,12.8,175.0,-3.8,-30.5,5.5
2276,Pays de la Loire,2020-07-17,-4.7,3.8,163.8,-2.8,-28.8,5.8
2277,Pays de la Loire,2020-07-18,-14.7,-3.7,168.8,65.7,0.2,-1.5
2278,Pays de la Loire,2020-07-19,10.8,42.3,183.3,38.8,18.7,-4.7
2279,Pays de la Loire,2020-07-20,9.3,14.0,232.2,-1.5,-31.8,5.8
2280,Pays de la Loire,2020-07-21,7.5,10.8,229.2,-5.0,-31.5,5.8
2281,Pays de la Loire,2020-07-22,-1.5,3.3,199.7,-4.2,-28.0,3.8
2282,Pays de la Loire,2020-07-23,1.3,9.7,208.0,-3.8,-31.0,5.8
2283,Pays de la Loire,2020-07-24,-4.7,3.2,175.0,-2.0,-31.0,6.8
2284,Pays de la Loire,2020-07-25,-12.0,-2.8,137.8,65.5,-4.3,-0.2
2285,Pays de la Loire,2020-07-26,12.8,39.8,183.7,44.0,16.5,-3.7
2286,Pays de la Loire,2020-07-27,9.5,12.8,229.8,-1.8,-38.3,7.0
2287,Pays de la Loire,2020-07-28,9.2,12.5,234.0,-4.2,-36.3,6.8
2288,Pays de la Loire,2020-07-29,1.2,5.5,209.8,-3.5,-33.7,3.8
2289,Pays de la Loire,2020-07-30,-0.3,10.8,213.5,-7.0,-37.2,6.0
2290,Pays de la Loire,2020-07-31,-6.3,4.2,171.0,0.5,-37.2,7.3
2291,Pays de la Loire,2020-08-01,-13.3,-2.0,172.0,101.2,-8.0,-1.7
2292,Pays de la Loire,2020-08-02,18.8,50.5,195.5,53.2,12.2,-4.5
2293,Pays de la Loire,2020-08-03,20.2,23.5,274.8,3.0,-49.0,8.2
2294,Pays de la Loire,2020-08-04,14.5,18.0,295.5,-3.5,-48.5,8.0
2295,Pays de la Loire,2020-08-05,6.2,11.5,256.0,0.7,-45.3,5.2
2296,Pays de la Loire,2020-08-06,3.2,14.5,265.8,-0.2,-48.5,8.0
2297,Pays de la Loire,2020-08-07,-11.0,1.7,213.3,0.2,-48.7,9.5
2298,Pays de la Loire,2020-08-08,-17.3,-5.0,202.7,110.0,-13.3,-1.8
2299,Pays de la Loire,2020-08-09,19.0,54.8,215.2,60.7,8.0,-4.8
2300,Pays de la Loire,2020-08-10,16.0,23.0,311.5,5.5,-55.5,8.7
2301,Pays de la Loire,2020-08-11,9.5,15.5,310.7,-0.8,-54.8,9.3
2302,Pays de la Loire,2020-08-12,3.2,9.2,215.7,-1.3,-51.7,7.2
2303,Pays de la Loire,2020-08-13,5.2,16.5,237.3,0.3,-53.7,9.8
2304,Pays de la Loire,2020-08-14,-2.7,8.0,227.7,8.3,-53.5,9.2
2305,Pays de la Loire,2020-08-15,-25.0,-26.3,209.7,104.3,-29.0,-0.7
2306,Pays de la Loire,2020-08-16,22.8,59.0,175.5,64.3,8.8,-3.8
2307,Pays de la Loire,2020-08-17,18.7,28.2,291.8,13.2,-51.5,8.3
2308,Pays de la Loire,2020-08-18,16.8,20.7,284.7,4.2,-48.5,8.3
2309,Pays de la Loire,2020-08-19,6.3,13.0,200.3,0.7,-46.8,7.2
2310,Pays de la Loire,2020-08-20,6.0,11.2,275.2,2.5,-48.7,7.8
2311,Pays de la Loire,2020-08-21,-3.3,3.5,214.5,6.7,-48.0,9.2
2312,Pays de la Loire,2020-08-22,-11.3,-5.3,174.0,88.2,-11.3,-1.0
2313,Pays de la Loire,2020-08-23,20.7,41.8,186.7,57.3,12.5,-4.7
2314,Pays de la Loire,2020-08-24,13.3,15.3,242.2,7.5,-38.7,7.0
2315,Pays de la Loire,2020-08-25,13.0,14.5,210.8,0.3,-37.7,7.2
2316,Provence-Alpes-Côte d'Azur,2020-02-15,4.4,3.0,39.1,36.6,1.0,-0.9
2317,Provence-Alpes-Côte d'Azur,2020-02-16,14.6,12.9,16.9,21.4,-0.6,-0.1
2318,Provence-Alpes-Côte d'Azur,2020-02-17,11.4,9.3,28.1,3.6,-18.6,4.3
2319,Provence-Alpes-Côte d'Azur,2020-02-18,17.4,8.3,73.9,9.7,-17.3,2.9
2320,Provence-Alpes-Côte d'Azur,2020-02-19,9.3,5.0,53.3,7.4,-14.6,1.6
2321,Provence-Alpes-Côte d'Azur,2020-02-20,11.1,4.9,61.7,3.1,-19.0,2.4
2322,Provence-Alpes-Côte d'Azur,2020-02-21,6.1,2.7,50.7,8.4,-18.1,2.4
2323,Provence-Alpes-Côte d'Azur,2020-02-22,1.7,2.1,53.1,38.6,-3.3,-1.0
2324,Provence-Alpes-Côte d'Azur,2020-02-23,24.0,22.7,59.4,30.7,-0.4,-2.3
2325,Provence-Alpes-Côte d'Azur,2020-02-24,17.6,13.6,84.3,7.9,-21.3,3.1
2326,Provence-Alpes-Côte d'Azur,2020-02-25,16.6,12.4,74.1,6.9,-20.6,3.7
2327,Provence-Alpes-Côte d'Azur,2020-02-26,3.3,5.4,30.0,-1.9,-18.1,3.3
2328,Provence-Alpes-Côte d'Azur,2020-02-27,1.3,3.1,10.1,-9.3,-22.1,6.1
2329,Provence-Alpes-Côte d'Azur,2020-02-28,8.3,6.7,57.4,1.4,-19.3,3.3
2330,Provence-Alpes-Côte d'Azur,2020-02-29,-7.1,2.0,-11.9,3.0,-3.9,2.4
2331,Provence-Alpes-Côte d'Azur,2020-03-01,0.3,4.3,-9.7,9.9,1.4,1.0
2332,Provence-Alpes-Côte d'Azur,2020-03-02,-8.9,0.0,-17.1,-4.6,-1.1,3.1
2333,Provence-Alpes-Côte d'Azur,2020-03-03,3.1,7.6,17.9,1.9,1.9,0.6
2334,Provence-Alpes-Côte d'Azur,2020-03-04,1.1,4.3,15.3,-0.1,1.7,1.0
2335,Provence-Alpes-Côte d'Azur,2020-03-05,-7.3,-0.6,-17.4,-6.4,0.3,2.6
2336,Provence-Alpes-Côte d'Azur,2020-03-06,3.4,5.1,19.9,6.3,2.4,0.1
2337,Provence-Alpes-Côte d'Azur,2020-03-07,0.7,0.9,17.3,7.9,3.6,0.7
2338,Provence-Alpes-Côte d'Azur,2020-03-08,9.0,7.0,19.0,9.9,1.4,0.0
2339,Provence-Alpes-Côte d'Azur,2020-03-09,-2.4,2.4,4.7,-2.6,0.4,1.4
2340,Provence-Alpes-Côte d'Azur,2020-03-10,1.4,3.9,20.0,-0.7,1.0,0.7
2341,Provence-Alpes-Côte d'Azur,2020-03-11,0.3,1.6,30.7,1.9,0.7,0.1
2342,Provence-Alpes-Côte d'Azur,2020-03-12,-3.4,5.0,8.7,-2.1,0.1,1.3
2343,Provence-Alpes-Côte d'Azur,2020-03-13,-6.0,17.6,12.7,-1.1,0.1,1.7
2344,Provence-Alpes-Côte d'Azur,2020-03-14,-16.7,-2.0,16.1,-7.9,-2.0,3.9
2345,Provence-Alpes-Côte d'Azur,2020-03-15,-36.6,22.1,-4.7,-11.9,-9.4,3.6
2346,Provence-Alpes-Côte d'Azur,2020-03-16,-43.9,33.9,-14.4,-31.7,-33.0,11.6
2347,Provence-Alpes-Côte d'Azur,2020-03-17,-66.7,-20.0,-38.9,-51.4,-51.9,20.9
2348,Provence-Alpes-Côte d'Azur,2020-03-18,-82.1,-47.7,-52.6,-70.7,-63.9,25.7
2349,Provence-Alpes-Côte d'Azur,2020-03-19,-82.1,-43.6,-58.4,-76.1,-67.3,29.1
2350,Provence-Alpes-Côte d'Azur,2020-03-20,-83.3,-44.6,-63.7,-79.6,-67.1,31.7
2351,Provence-Alpes-Côte d'Azur,2020-03-21,-87.7,-55.9,-75.7,-80.9,-57.0,23.3
2352,Provence-Alpes-Côte d'Azur,2020-03-22,-87.0,-65.6,-81.0,-85.6,-56.4,12.9
2353,Provence-Alpes-Côte d'Azur,2020-03-23,-81.3,-43.7,-66.7,-80.4,-69.0,29.1
2354,Provence-Alpes-Côte d'Azur,2020-03-24,-83.1,-48.6,-68.7,-80.4,-70.4,30.9
2355,Provence-Alpes-Côte d'Azur,2020-03-25,-84.0,-51.4,-69.1,-80.6,-69.3,28.4
2356,Provence-Alpes-Côte d'Azur,2020-03-26,-82.9,-48.7,-68.4,-81.3,-70.3,31.0
2357,Provence-Alpes-Côte d'Azur,2020-03-27,-83.3,-49.0,-67.4,-82.7,-68.9,32.7
2358,Provence-Alpes-Côte d'Azur,2020-03-28,-87.6,-58.0,-74.9,-83.4,-57.4,23.6
2359,Provence-Alpes-Côte d'Azur,2020-03-29,-88.1,-72.4,-79.4,-86.1,-56.7,12.9
2360,Provence-Alpes-Côte d'Azur,2020-03-30,-82.4,-49.3,-64.3,-81.7,-69.3,29.3
2361,Provence-Alpes-Côte d'Azur,2020-03-31,-89.1,-45.4,-62.0,-78.4,-70.1,30.0
2362,Provence-Alpes-Côte d'Azur,2020-04-01,-89.7,-46.0,-62.6,-78.4,-67.6,27.6
2363,Provence-Alpes-Côte d'Azur,2020-04-02,-88.7,-43.9,-62.7,-79.1,-69.1,30.4
2364,Provence-Alpes-Côte d'Azur,2020-04-03,-84.6,-42.9,-61.0,-80.3,-67.4,31.9
2365,Provence-Alpes-Côte d'Azur,2020-04-04,-88.6,-51.0,-73.0,-80.6,-56.0,22.9
2366,Provence-Alpes-Côte d'Azur,2020-04-05,-87.6,-66.7,-75.7,-83.7,-54.4,12.7
2367,Provence-Alpes-Côte d'Azur,2020-04-06,-81.7,-40.4,-57.7,-78.6,-67.6,28.1
2368,Provence-Alpes-Côte d'Azur,2020-04-07,-80.6,-38.7,-58.4,-76.0,-68.1,28.7
2369,Provence-Alpes-Côte d'Azur,2020-04-08,-82.6,-41.9,-61.7,-77.3,-65.9,26.3
2370,Provence-Alpes-Côte d'Azur,2020-04-09,-81.3,-39.1,-61.9,-77.6,-67.4,29.1
2371,Provence-Alpes-Côte d'Azur,2020-04-10,-80.9,-36.0,-61.0,-78.9,-66.1,30.6
2372,Provence-Alpes-Côte d'Azur,2020-04-11,-85.3,-44.1,-73.6,-79.4,-54.1,21.9
2373,Provence-Alpes-Côte d'Azur,2020-04-12,-85.1,-62.9,-77.0,-83.3,-51.3,12.1
2374,Provence-Alpes-Côte d'Azur,2020-04-13,-89.7,-78.1,-70.6,-87.0,-85.7,34.7
2375,Provence-Alpes-Côte d'Azur,2020-04-14,-77.4,-28.3,-55.1,-74.1,-66.1,27.0
2376,Provence-Alpes-Côte d'Azur,2020-04-15,-80.1,-36.7,-58.6,-74.3,-63.9,25.7
2377,Provence-Alpes-Côte d'Azur,2020-04-16,-79.3,-36.0,-61.7,-76.0,-66.0,28.6
2378,Provence-Alpes-Côte d'Azur,2020-04-17,-79.7,-37.3,-60.1,-77.1,-64.6,29.7
2379,Provence-Alpes-Côte d'Azur,2020-04-18,-84.9,-47.3,-72.7,-78.0,-51.1,21.6
2380,Provence-Alpes-Côte d'Azur,2020-04-19,-89.1,-69.9,-85.7,-86.1,-54.7,13.0
2381,Provence-Alpes-Côte d'Azur,2020-04-20,-79.3,-42.3,-68.3,-77.7,-65.7,27.6
2382,Provence-Alpes-Côte d'Azur,2020-04-21,-78.1,-38.1,-63.1,-74.9,-64.9,27.7
2383,Provence-Alpes-Côte d'Azur,2020-04-22,-79.3,-39.6,-61.7,-73.6,-61.9,25.0
2384,Provence-Alpes-Côte d'Azur,2020-04-23,-77.4,-35.6,-55.3,-72.9,-63.3,26.7
2385,Provence-Alpes-Côte d'Azur,2020-04-24,-77.9,-34.9,-55.7,-74.4,-62.0,28.6
2386,Provence-Alpes-Côte d'Azur,2020-04-25,-83.3,-43.9,-68.4,-76.4,-48.9,20.6
2387,Provence-Alpes-Côte d'Azur,2020-04-26,-85.1,-60.6,-74.0,-79.7,-45.9,11.6
2388,Provence-Alpes-Côte d'Azur,2020-04-27,-74.4,-35.9,-55.6,-73.4,-60.7,25.1
2389,Provence-Alpes-Côte d'Azur,2020-04-28,-75.9,-36.6,-61.4,-72.7,-62.3,26.9
2390,Provence-Alpes-Côte d'Azur,2020-04-29,-73.7,-29.7,-53.3,-69.0,-57.4,22.4
2391,Provence-Alpes-Côte d'Azur,2020-04-30,-70.6,-18.0,-58.6,-71.6,-59.7,24.7
2392,Provence-Alpes-Côte d'Azur,2020-05-01,-89.9,-84.0,-67.9,-85.9,-84.0,36.9
2393,Provence-Alpes-Côte d'Azur,2020-05-02,-77.9,-28.4,-67.6,-73.9,-44.9,19.7
2394,Provence-Alpes-Côte d'Azur,2020-05-03,-82.6,-55.4,-69.0,-77.3,-40.1,12.9
